"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Full Load Input Rate (kBtu/hr)","Thermal Efficiency (%)","Turndown Ratio","Control Type","Application","Date Available on Market","Date Qualified","Markets","CB Model Identifier"
"2318288","NY Thermal Inc.","Trinity","NTI","TFT399",,,"399","95.4","10","Multi-stage","Indoor","2011 Nov 22 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_TFT399_04102018180039_3300444"
"2318289","NY Thermal Inc.","NTI","NTI","TFT340",,,"340","95.4","8","Multi-stage","Indoor","2016 Jul 13 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_TFT340_04102018180041_6430363"
"2318290","NY Thermal Inc.","Trinity","NTI","TFT340",,,"340","95.4","8","Multi-stage","Indoor","2016 Jul 13 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_TFT340_04102018180043_8272743"
"2318294","NY Thermal Inc.","NTI","NTI","FTG 1200",,,"1,200","96.1","10","Multi-stage","Indoor","2017 Aug 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_FTG 1200_04102018180054_4901510"
"2318295","NY Thermal Inc.","NTI","NTI","FTG 1400",,,"1,400","96","10","Multi-stage","Indoor","2017 Aug 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_FTG 1400_04102018180057_7300297"
"2318296","NY Thermal Inc.","NTI","NTI","FTG 2000",,,"2,000","96","8","Multi-stage","Indoor","2017 Aug 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_FTG 2000_04102018180059_6318779"
"2318297","NY Thermal Inc.","NTI","NTI","FTG 2200",,,"2,200","95.6","9","Multi-stage","Indoor","2017 Aug 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_FTG 2200_04102018180102_5685924"
"2318298","NY Thermal Inc.","NTI","NTI","FTG 2400",,,"2,350","95.2","10","Multi-stage","Indoor","2017 Aug 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_FTG 2400_04102018180104_5020049"
"2318299","NY Thermal Inc.","Trinity","NTI","LX600",,,"600","94","10","Multi-stage","Indoor","2010 Sep 03 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_LX600_04102018180142_5734189"
"2318300","NY Thermal Inc.","NTI","NTI","LX400",,,"399","94","5","Multi-stage","Indoor","2008 Jan 12 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_LX400_04102018180145_0084825"
"2318301","NY Thermal Inc.","Trinity","NTI","LX400",,,"399","94","5","Multi-stage","Indoor","2008 Jan 12 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_LX400_04102018180147_8023510"
"2318302","NY Thermal Inc.","NTI","NTI","LX500",,,"500","94","10","Multi-stage","Indoor","2010 Sep 03 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_LX500_04102018180150_0455318"
"2318303","NY Thermal Inc.","Trinity","NTI","LX500",,,"500","94","10","Multi-stage","Indoor","2010 Sep 03 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_LX500_04102018180152_7281188"
"2318304","NY Thermal Inc.","NTI","NTI","LX800",,,"800","94","10","Multi-stage","Indoor","2010 Sep 03 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_LX800_04102018180154_1839567"
"2318305","NY Thermal Inc.","Trinity","NTI","LX800",,,"800","94","10","Multi-stage","Indoor","2010 Sep 03 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1016238_LX800_04102018180156_4761743"
"2407767","NY Thermal Inc.","NTI","TFTN","TFTN340",,,"340","95.4","8","Multi-stage","Indoor","2022 Jun 01 12:00:00 AM","2023 Feb 01 12:00:00 AM","United States, Canada","ES_1016238_TFTN340_04062022015038_4079125"
"2407768","NY Thermal Inc.","NTI","TFTN","TFTN399",,,"399","95.4","10","Multi-stage","Indoor","2022 Jun 01 12:00:00 AM","2023 Feb 01 12:00:00 AM","United States, Canada","ES_1016238_TFTN399_04062022014953_9524673"
"2407769","NY Thermal Inc.","NTI","NTI","TFT399",,,"399","95.4","10","Multi-stage","Indoor","2011 Nov 22 12:00:00 AM","2023 Feb 01 12:00:00 AM","United States, Canada","ES_1016238_TFT399_03162020181510_235552"
"2407770","NY Thermal Inc.","NTI","NTI","LX600",,,"600","94","10","Multi-stage","Indoor","2010 Sep 03 12:00:00 AM","2023 Feb 01 12:00:00 AM","United States, Canada","ES_1016238_LX600_03162020181510_322569"
"2682266","NY Thermal Inc.","NTI","TFTN","TFTN500",,,"500","97.7","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2023 Oct 12 12:00:00 AM","United States, Canada","ES_1016238_TFTN500_11192022003701_5666595"
"2682268","NY Thermal Inc.","NTI","TFTN","TFTN725",,,"725","97.2","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2023 Oct 12 12:00:00 AM","United States, Canada","ES_1016238_TFTN725_11192022003703_6066985"
"2682271","NY Thermal Inc.","NTI","TFTN","TFTN850",,,"850","97","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2023 Oct 12 12:00:00 AM","United States, Canada","ES_1016238_TFTN850_11192022003704_3836705"
"2682272","NY Thermal Inc.","NTI","TFTN","TFTN600",,,"600","97.5","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2023 Oct 12 12:00:00 AM","United States, Canada","ES_1016238_TFTN600_11192022003702_1177320"
"3554337","NY Thermal Inc.","HTP","ELITE FIRETUBE","EFW-399WBN",,,"399","95.4","10","Multi-stage","Indoor","2023 Jul 07 12:00:00 AM","2024 Jul 16 12:00:00 AM","United States","ES_1016238_EFW-399WBN_01092024223906_4305961"
"3554338","NY Thermal Inc.","HTP","ELITE FIRETUBE","EFW-340WBN",,,"340","95.4","8","Multi-stage","Indoor","2023 Jul 07 12:00:00 AM","2024 Jul 16 12:00:00 AM","United States","ES_1016238_EFW-340WBN_01092024223907_6749630"
"2366307","P. B. Heat, LLC","Peerless","PureFire","PFC-1500-LP",,,"1,500","96.5","10","Multi-stage","Indoor","2020 Sep 09 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PFC-1500-LP_09252020114827_4634436"
"2367252","P. B. Heat, LLC","Peerless","PureFire","PFC-1000-LP",,,"1,000","96.6","10","Multi-stage","Indoor","2020 Sep 09 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PFC-1000-LP_09252020114826_6747725"
"2367253","P. B. Heat, LLC","Peerless","PureFire","PFC-1500-NAT",,,"1,500","96.5","10","Multi-stage","Indoor","2020 Sep 09 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PFC-1500-NAT_09252020114825_8110598"
"2367254","P. B. Heat, LLC","Peerless","PureFire","PFC-1000-NAT",,,"1,000","96.6","10","Multi-stage","Indoor","2020 Sep 09 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PFC-1000-NAT_09252020114826_8862926"
"2367255","P. B. Heat, LLC","Peerless","PureFire","PF-399 NAT",,,"399","95.2","5","Multi-stage","Indoor","2020 Sep 09 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PF-399 NAT_09252020114824_6599442"
"2367256","P. B. Heat, LLC","Peerless","PureFire","PF-399 LP",,,"399","95.2","5","Multi-stage","Indoor","2020 Sep 09 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PF-399 LP_09252020114822_9076585"
"2380534","P. B. Heat, LLC","Peerless","PureFire","PFC-460-LP",,,"460","95.2","5","Multi-stage","Indoor","2015 Jun 01 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PFC-460-LP_06032021135518_4261997"
"2380535","P. B. Heat, LLC","Peerless","PureFire","PFC-460-NAT",,,"460","95.2","5","Multi-stage","Indoor","2015 Jun 01 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PFC-460-NAT_06032021135517_8854117"
"2380536","P. B. Heat, LLC","Peerless","PureFire","PFC-850-LP",,,"850","96.2","10","Multi-stage","Indoor","2020 Sep 09 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PFC-850-LP_06012021092117_5528836"
"2380537","P. B. Heat, LLC","Peerless","PureFire","PFC-850-NAT",,,"850","96.2","10","Multi-stage","Indoor","2020 Sep 09 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1115867_PFC-850-NAT_06012021092117_1845546"
"2380538","P. B. Heat, LLC","Peerless","PureFire","PFC-750-LP",,,"750","98","5","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_19344_PFC-750-LP_03012021013201_3769004"
"2380539","P. B. Heat, LLC","Peerless","PureFire","PFC-750-N",,,"750","98","5","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_19344_PFC-750-N_03012021013158_2396061"
"2380540","P. B. Heat, LLC","Peerless","PureFire","PFC-625-N",,,"625","97.9","5","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_19344_PFC-625-N_03012021013157_8619036"
"2380541","P. B. Heat, LLC","Peerless","PureFire","PFC-625-LP",,,"625","97.9","5","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_19344_PFC-625-LP_03012021013157_8663285"
"2348949","Raypak Inc.","Raypak","XFIIRE","H7-400B*",,,"399","96","7","Multi-stage","Indoor","2019 Aug 29 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States","ES_1088187_H7-400B*_10242019134217_9315645"
"2348950","Raypak Inc.","Raypak","XFIIRE","H7-500B*",,,"500","96","6","Multi-stage","Indoor","2019 Aug 29 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1088187_H7-500B*_10242019134223_4320182"
"2348951","Raypak Inc.","Raypak","XFIIRE","H7-650B*",,,"650","96","7","Multi-stage","Indoor","2019 Aug 29 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1088187_H7-650B*_10242019134227_7515357"
"2348952","Raypak Inc.","Raypak","XFIIRE","H7-800B*",,,"800","96","6","Multi-stage","Indoor","2019 Aug 29 12:00:00 AM","2023 Sep 01 12:00:00 AM","United States, Canada","ES_1088187_H7-800B*_10242019134231_7471147"
"2348958","Raypak Inc.","Raypak","XFIIRE","H7-300B*",,,"300","96.5","7","Multi-stage","Indoor","2019 Aug 29 12:00:00 AM","2023 Sep 01 12:00:00 AM","United States, Canada","ES_1088187_H7-300B*_10242019134238_8571205"
"2354502","Raypak Inc.","Raypak","XVers L","H7-726L*",,,"725","97.3","6","Multi-stage","Indoor","2019 Sep 12 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1088187_H7-726L*_02062020183816_1699660"
"2354503","Raypak Inc.","Raypak","XVers L","H7-856L*",,,"850","97.2","7","Multi-stage","Indoor","2019 Sep 12 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1088187_H7-856L*_02062020183828_9705720"
"2354507","Raypak Inc.","Raypak","XVers L","H7-406L*",,,"399","98","9","Multi-stage","Indoor","2019 Sep 12 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1088187_H7-406L*_02062020185817_8676296"
"2354508","Raypak Inc.","Raypak","XVers L","H7-506L*",,,"500","97.8","10","Multi-stage","Indoor","2019 Sep 12 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1088187_H7-506L*_02062020185820_8927466"
"2354509","Raypak Inc.","Raypak","XVers L","H7-606L*",,,"600","97.6","7","Multi-stage","Indoor","2019 Sep 12 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1088187_H7-606L*_02062020185823_8273565"
"2356820","Raypak Inc.","Raypak","XFIIRE","H7-1000B*",,,"1,000","96","7","Multi-stage","Indoor","2019 Aug 29 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1088187_H7-1000B*_03162020181510_261028"
"2369075","Raypak Inc.","IBC Technologies","IFIRE 1000B","IBGWSF1-1000*",,,"1,000","96","11","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2020 Nov 04 12:00:00 AM","United States, Canada","ES_1088187_IBGWSF1-1000*_10282020013728_1162109"
"2369076","Raypak Inc.","IBC Technologies","IFIRE 800B","IBGWSF1-0800*",,,"800","96","11","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2020 Nov 04 12:00:00 AM","United States, Canada","ES_1088187_IBGWSF1-0800*_10282020013728_5027229"
"2369077","Raypak Inc.","IBC Technologies","IFIRE 650B","IBGWSF1-0650*",,,"650","96","11","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2020 Nov 04 12:00:00 AM","United States, Canada","ES_1088187_IBGWSF1-0650*_10282020013728_4695156"
"2369078","Raypak Inc.","IBC Technologies","IFIRE 500B","IBGWSF1-0500*",,,"500","96","11","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2020 Nov 04 12:00:00 AM","United States, Canada","ES_1088187_IBGWSF1-0500*_10282020013728_3461630"
"2369079","Raypak Inc.","IBC Technologies","IFIRE 300B","IBGWSF1-0300*",,,"300","96.5","11","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2020 Nov 04 12:00:00 AM","United States, Canada","ES_1088187_IBGWSF1-0300*_10282020013728_4976155"
"2369080","Raypak Inc.","IBC Technologies","IFIRE 400B","IBGWSF1-0400*",,,"399","96","11","Multi-stage","Indoor","2021 May 01 12:00:00 AM","2020 Nov 04 12:00:00 AM","United States, Canada","ES_1088187_IBGWSF1-0400*_10282020013728_222504"
"2380256","Raypak Inc.","Raypak","XVERS w/ KOR","H7-1507*",,,"1,500","95.1","15","Multi-stage","Indoor","2021 Sep 05 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1088187_H7-1507*_05182021174618_9331994"
"2380257","Raypak Inc.","Raypak","XVERS w/ KOR","H7-2007*",,,"1,999","95.2","9","Multi-stage","Indoor","2021 Sep 05 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1088187_H7-2007*_05182021174618_6243418"
"2380267","Raypak Inc.","Raypak","XVERS w/ KOR","H7-2507*",,,"2,499","95","8","Multi-stage","Indoor","2021 Sep 05 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1088187_H7-2507*_05182021174617_6805638"
"2380268","Raypak Inc.","Raypak","XVERS w/ KOR","H7-1257*",,,"1,250","95.7","12","Multi-stage","Indoor","2021 Sep 05 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1088187_H7-1257*_05182021142129_8237518"
"2380269","Raypak Inc.","Raypak","XVERS w/ KOR","H7-1007*",,,"999","95.3","9","Multi-stage","Indoor","2021 Sep 05 12:00:00 AM","2021 Nov 09 12:00:00 AM","United States, Canada","ES_1088187_H7-1007*_05182021142128_3765770"
"3388102","Riello Canada Inc.","RIELLO","STEEL PRO","STEEL PRO 150",,,"512","96.1","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2024 Feb 01 12:00:00 AM","United States, Canada","ES_1141772_STEEL PRO 150_09142023124133_5245460"
"3388103","Riello Canada Inc.","RIELLO","STEEL PRO","STEEL PRO 115",,,"399","96","9","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2024 Feb 01 12:00:00 AM","United States, Canada","ES_1141772_STEEL PRO 115_09142023124135_9895969"
"3417682","Riello Canada Inc.","RIELLO","STEEL PRO","STEEL PRO 300",,,"1,024","96.1","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2024 Mar 01 12:00:00 AM","United States, Canada","ES_1141772_STEEL PRO 300_09142023122034_2216425"
"3417683","Riello Canada Inc.","RIELLO","STEEL PRO","STEEL PRO 300 TL",,,"1,024","96.1","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2024 Mar 01 12:00:00 AM","United States, Canada","ES_1141772_STEEL PRO 300 TL_09142023122037_6065895"
"3417684","Riello Canada Inc.","RIELLO","STEEL PRO","STEEL PRO 240",,,"798","96","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2024 Mar 01 12:00:00 AM","United States, Canada","ES_1141772_STEEL PRO 240_09142023123834_2437083"
"3554334","Riello Canada Inc.","Bosch","SSB 800","SSB 800",,,"798","96","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2024 Jul 16 12:00:00 AM","United States, Canada","ES_1141772_SSB 800_09142023124334_4881775"
"3554335","Riello Canada Inc.","Bosch","SSB 1000","SSB 1000",,,"1,024","96.1","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2024 Jul 16 12:00:00 AM","United States, Canada","ES_1141772_SSB 1000_09142023124336_8021359"
"3554336","Riello Canada Inc.","Bosch","SSB 1000 TL","SSB 1000 TL",,,"1,024","96.1","10","Multi-stage","Indoor","2023 Jan 01 12:00:00 AM","2024 Jul 16 12:00:00 AM","United States, Canada","ES_1141772_SSB 1000 TL_09142023124337_5661280"
"3398287","Rinnai America Corporation","Rinnai","RCB399AN","RCB399AN",,,"399","97","10","Multi-stage","Indoor","2023 Dec 08 12:00:00 AM","2024 Feb 07 12:00:00 AM","United States, Canada","ES_97439_RCB399AN_01082024045553_3471499"
"3398288","Rinnai America Corporation","Rinnai","RCB301AN","RCB301AN",,,"301","97","10","Multi-stage","Indoor","2023 Dec 08 12:00:00 AM","2024 Feb 07 12:00:00 AM","United States, Canada","ES_97439_RCB301AN_01082024045553_6602421"
"3619538","Rinnai America Corporation","Rinnai","RCB1000AN","RCB1000AN",,,"999","98","10","Multi-stage","Indoor","2024 Nov 01 12:00:00 AM","2024 Aug 12 12:00:00 AM","United States, Canada","ES_97439_RCB1000AN_07022024015016_604802"
"3619539","Rinnai America Corporation","Rinnai","RCB500AN","RCB500AN",,,"500","97","10","Multi-stage","Indoor","2024 Nov 01 12:00:00 AM","2024 Aug 12 12:00:00 AM","United States, Canada","ES_97439_RCB500AN_07022024015017_8583774"
"3619540","Rinnai America Corporation","Rinnai","RCB750AN","RCB750AN",,,"750","97.5","10","Multi-stage","Indoor","2024 Nov 01 12:00:00 AM","2024 Aug 12 12:00:00 AM","United States, Canada","ES_97439_RCB750AN_07022024015017_7905134"
"2318291","The Marley Company","Weil-McLain","Evergreen","EVG 399",,,"399","96","10","Multi-stage","Indoor","2015 Nov 13 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_22947_EVG 399_04102018180046_1053216"
"2340803","The Marley Company","Weil-McLain","SVF 1500","SVF 1500",,,"1,500","96.5","10","Multi-stage","Indoor","2019 Jun 25 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_22947_SVF 1500_07032019194119_2647842"
"2340804","The Marley Company","Weil-McLain","SVF 2000","SVF 2000",,,"1,999","96.2","10","Multi-stage","Indoor","2019 Jun 25 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_22947_SVF 2000_07032019194128_2766382"
"2340805","The Marley Company","Weil-McLain","SVF 2500","SVF 2500",,,"2,499","96.8","10","Multi-stage","Indoor","2019 Jun 25 12:00:00 AM","2023 Sep 01 12:00:00 AM","United States, Canada","ES_22947_SVF 2500_07032019194133_5786834"
"2408955","The Marley Company","Weil-McLain","SVF 850","SVF 850",,,"850","97.5","11","Multi-stage","Indoor","2022 Jul 15 12:00:00 AM","2023 Feb 24 12:00:00 AM","United States, Canada","ES_22947_SVF 850_04272022003644_7361485"
"2408956","The Marley Company","Weil-McLain","SVF 725","SVF 725",,,"725","97.7","10","Multi-stage","Indoor","2022 Jul 15 12:00:00 AM","2023 Feb 24 12:00:00 AM","United States, Canada","ES_22947_SVF 725_04272022003637_5759021"
"2408957","The Marley Company","Weil-McLain","SVF 1000","SVF 1000",,,"1,000","96.5","10","Multi-stage","Indoor","2022 Jul 01 12:00:00 AM","2023 Feb 24 12:00:00 AM","United States, Canada","ES_22947_SVF 1000_04262022115517_6676822"
"2508190","The Marley Company","Weil-McLain","SVF 500","SVF 500",,,"500","98","10","Multi-stage","Indoor","2023 May 01 12:00:00 AM","2023 Jun 09 12:00:00 AM","United States, Canada","ES_22947_SVF 500_02072023003352_8792658"
"2508191","The Marley Company","Weil-McLain","SVF 600","SVF 600",,,"600","98","12","Multi-stage","Indoor","2023 May 01 12:00:00 AM","2023 Jun 09 12:00:00 AM","United States, Canada","ES_22947_SVF 600_02072023003355_916549"
"2732244","The Marley Company","Weil-McLain","SVF 1500 S2","SVF 1500 S2",,,"1,500","96","10","Multi-stage","Indoor","2023 Nov 01 12:00:00 AM","2023 Nov 03 12:00:00 AM","United States, Canada","ES_22947_SVF 1500 S2_10192023150935_5637376"
"2732245","The Marley Company","Weil-McLain","SVF 2000 S2","SVF 2000 S2",,,"2,000","96","10","Multi-stage","Indoor","2023 Nov 01 12:00:00 AM","2023 Nov 03 12:00:00 AM","United States, Canada","ES_22947_SVF 2000 S2_10192023150936_6966346"
"2732246","The Marley Company","Weil-McLain","SVF 2500 S2","SVF 2500 S2",,,"2,500","96","10","Multi-stage","Indoor","2023 Nov 01 12:00:00 AM","2023 Nov 03 12:00:00 AM","United States, Canada","ES_22947_SVF 2500 S2_10192023150938_5415972"
"4682290","The Marley Company","Weil-McLain","SF2000","SF2000",,,"2,000","95.3","6","Multi-stage","Indoor","2013 Jan 01 12:00:00 AM","2026 Aug 04 12:00:00 AM","United States, Canada","ES_22947_SF2000_07162026160004_106027372"
"4682291","The Marley Company","Weil-McLain","SF1500","SF1500",,,"1,500","95.8","6","Multi-stage","Indoor","2013 Jan 01 12:00:00 AM","2026 Aug 04 12:00:00 AM","United States, Canada","ES_22947_SF1500_07162026160004_106027371"
"4682292","The Marley Company","Weil-McLain","SF1000","SF1000",,,"1,000","95.8","5","Multi-stage","Indoor","2013 Jan 01 12:00:00 AM","2026 Aug 04 12:00:00 AM","United States, Canada","ES_22947_SF1000_07162026160004_106027370"
"2323373","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX525C",,,"500","97","5","Multi-stage","Indoor","2018 Jun 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1141425_APX525C_07302018144329_8967625"
"2323374","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX625C",,,"625","95","5","Multi-stage","Indoor","2018 Jun 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1141425_APX625C_07302018144331_5140378"
"2323375","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX725C",,,"725","95","5","Multi-stage","Indoor","2018 Jun 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1141425_APX725C_07302018144334_0233335"
"2323376","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX825C",,,"800","95","5","Multi-stage","Indoor","2018 Jun 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1141425_APX825C_07302018144336_3930852"
"2374391","Thermal Solutions Products LLC","THERMAL SOLUTIONS","Apex","APX425C",,,"399","94.1","5","Multi-stage","Indoor","2018 Jun 15 12:00:00 AM","2021 Nov 08 12:00:00 AM","United States, Canada","ES_1141425_APX425C_03162020181510_825025"
"2407080","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP400",,,"400","97","10","Multi-stage","Indoor","2022 Sep 15 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP400_08042022004338_2275305"
"2407081","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP1000L",,,"1,000","97","10","Multi-stage","Indoor","2022 Sep 15 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP1000L_08042022004339_8731723"
"2407082","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP800",,,"800","97","10","Multi-stage","Indoor","2022 Sep 15 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP800_08042022004339_6476004"
"2407083","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP500",,,"500","97","10","Multi-stage","Indoor","2022 Sep 15 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP500_08042022004338_6983148"
"2407084","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP650",,,"650","97","10","Multi-stage","Indoor","2022 Sep 15 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP650_08042022004338_2236615"
"2407085","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP2500",,,"2,500","97","5","Multi-stage","Indoor","2021 Jun 01 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP2500_06072022163337_8662405"
"2407086","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP2000",,,"2,000","97","5","Multi-stage","Indoor","2021 Jun 01 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP2000_06072022163333_4497453"
"2407087","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP1500",,,"1,500","97","5","Multi-stage","Indoor","2021 Jun 01 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP1500_06072022163332_9028356"
"2407088","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP1250",,,"1,250","97","5","Multi-stage","Indoor","2021 Jun 01 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP1250_06072022163331_4216633"
"2407089","Thermal Solutions Products LLC","THERMAL SOLUTIONS","AMP","AMP1000",,,"1,000","97","5","Multi-stage","Indoor","2021 Jun 01 12:00:00 AM","2023 Jan 19 12:00:00 AM","United States, Canada","ES_1147067_AMP1000_06072022161726_1151859"
"2508176","Thermal Solutions Products LLC","Burnham by U.S. Boiler","Citadel","CTD650",,,"650","97","10","Multi-stage","Indoor","2023 Apr 24 12:00:00 AM","2026 Apr 27 12:00:00 AM","United States, Canada","ES_23449_CTD650_05112023171729_1283540"
"2508177","Thermal Solutions Products LLC","BRYAN STEAM","AMP","BFIT500",,,"500","97","10","Multi-stage","Indoor","2022 Sep 15 12:00:00 AM","2026 Apr 27 12:00:00 AM","United States, Canada","ES_1141425_BFIT500_03212023084715_8527997"
"2508178","Thermal Solutions Products LLC","Burnham by U.S. Boiler","Citadel","CTD1000L",,,"999","97","9","Multi-stage","Indoor","2023 Apr 24 12:00:00 AM","2026 Apr 27 12:00:00 AM","United States, Canada","ES_23449_CTD1000L_05112023171731_6703614"
"2508179","Thermal Solutions Products LLC","BRYAN STEAM","AMP","BFIT1000L",,,"999","97","9","Multi-stage","Indoor","2022 Sep 15 12:00:00 AM","2026 Apr 27 12:00:00 AM","United States, Canada","ES_1141425_BFIT1000L_03212023084715_7592889"
"2508180","Thermal Solutions Products LLC","BRYAN STEAM","AMP","BFIT800",,,"800","97","10","Multi-stage","Indoor","2022 Sep 15 12:00:00 AM","2026 Apr 27 12:00:00 AM","United States, Canada","ES_1141425_BFIT800_03212023084712_964404"
