"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Type","Split System or Single Package","Cooling Capacity (kBtu/h)","Heating Capacity at 47°F (kBtu/h)","Heating Capacity at 17°F (kBtu/h)","Heating Capacity at 5°F (kBtu/h)","Heating Section Type","Cold Climate","Meets Peak Cooling Requirements","EER Rating (Btu/Wh)","EER2 Rating (Btu/Wh)","SEER Rating (Btu/Wh)","SEER2 Rating (Btu/Wh)","IEER Rating (Btu/Wh)","HSPF Rating (Btu/Wh)","HSPF2 Rating (Btu/Wh)","COP Rating at 47°F","COP Rating at 17°F","COP Rating at 5°F","Indoor Unit Model Number","VRF Indoor Model Type","VRF Outdoor Model Number(s)","Furnace Model Number","Refrigerant Type","Refrigerant with GWP","Date Available On Market","Date Certified","Markets","ENERGY STAR Model Identifier"
"4522242","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*97CTN0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024248_19217835665"
"4522249","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*96VSN1002120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024250_19217835590"
"4522259","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*96VSN1202422B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024250_19217835600"
"4522269","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*95MSU0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024250_19217835610"
"4522282","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X42M24A*",,,"*95MSU1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024251_19217835621"
"4522299","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*97CTN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024255_19217835676"
"4522310","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*97CTN1202422A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024256_19217835687"
"4522321","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*96VTN0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024256_19217835698"
"4522333","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*97VTN0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024302_19217835740"
"4522343","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*97VTN1002120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024303_19217835751"
"4522353","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X42M24A*",,,"*97VTN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024305_19217835761"
"4522363","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*97VTN1202422A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024305_19217835772"
"4522373","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X38M17A*",,,"*80CTL0901716B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024318_19217833438"
"4522389","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X42M24A*",,,"*96VTN1202422B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024325_19217835730"
"4522403","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X38M17A*",,,"*80MSU0401712A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024326_19217833383"
"4522414","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X38M17A*",,,"*80MSU0601716A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024326_19217833394"
"4522426","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*96MSN0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024332_19217830612"
"4522437","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVM5X49M21A*",,,"*96MSN1002120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024332_19217830623"
"4522448","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVM5X49M21A*",,,"*96MSN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024335_19217830634"
"4522459","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*96VSN0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024338_19217830675"
"4522469","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*96VSN1002120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024339_19217830685"
"4522479","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*95MSU0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024340_19217830717"
"4522488","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVM5X49M21A*",,,"*95MSU1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024341_19217830739"
"4522498","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80MS(N,L)0902420A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024348_19217837388"
"4522509","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80MS(N,L)1102120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024349_19217837399"
"4522519","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.5",,,,,,,"EVD5X49M24A*",,,"*80MS(N,L)1102420A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024349_19217837410"
"4522533","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80CTL0902120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024351_19217837506"
"4522549","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80MS(N,L)1352420A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024351_19217837421"
"4522560","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80MS(N,L)1552420A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024352_19217837432"
"4522572","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80VSL0902120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024352_19217837443"
"4522581","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80VSL1102122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024353_19217837453"
"4522591","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80VSL1352422B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024353_19217837463"
"4522594","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80CTL1102120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024422_19217837517"
"4522602","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*80MS(N,L)0701712A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024441_19217830175"
"4522613","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*80MS(N,L)0701716A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024441_19217830186"
"4522625","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*96CTN0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024509_19217830772"
"4522636","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*96CTN1002122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024509_19217830783"
"4522647","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*97CTN0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024510_19217830816"
"4522658","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVM5X49M21A*",,,"*97CTN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024511_19217830827"
"4522669","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*96VTN0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024512_19217830870"
"4522682","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X48M24A*",,,"*80MS(N,L)1102420A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024512_19217836770"
"4522691","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVM5X49M21A*",,,"*96VTN1002120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024514_19217830881"
"4522700","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X38M17A*",,,"*92MSN0801716A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024516_19217833550"
"4522711","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X48M24A*",,,"*80MS(N,L)0902420A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024524_19217836748"
"4522722","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X48M24A*",,,"*80MS(N,L)1102120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024524_19217836759"
"4522741","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80CTL1352422B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024559_19217837528"
"4522752","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80VTL0902120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024559_19217837539"
"4522767","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*97CMN0802120B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024602_19217837594"
"4522778","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*80VTL1102122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024603_19217837549"
"4522790","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*95CSU1002122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024604_19217837572"
"4522815","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96MSN1002120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024606_19217837683"
"4522829","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96MSN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024607_19217837694"
"4522837","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*97CMN1002122B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024608_19217837605"
"4522849","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*97CMN1202422B*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024608_19217837616"
"4522860","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X49M24A*",,,"*92MSN0802120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024609_19217837627"
"4522871","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"13",,"15.2",,,,,,,"EVD5X49M24A*",,,"*92MSN1002120A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024609_19217837638"
"4522882","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*92MSN1002122A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024610_19217837649"
"4522893","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*92MSN1202420A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024610_19217837660"
"4522914","Carrier Corporation","Comfortmaker","PERFORMANCE 13.4 SEER2 AC","N5A4S36*L*NAA*",,,"Very Small AC","Split","0",,,,"All Other","NA","Yes",,"12.5",,"15.2",,,,,,,"EVD5X49M24A*",,,"*96MSN1202422A*","R-454B","R-454B (GWP:470 | Lower GWP)","12/09/2024 12:00:00 AM","01/20/2026 12:00:00 AM","United States, Canada","ES_1020846_N5A4S36*L*NAA*_10072025024614_19217837705"
