"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Type","Split System or Single Package","Cooling Capacity (kBtu/h)","Heating Capacity at 47°F (kBtu/h)","Heating Capacity at 17°F (kBtu/h)","Heating Capacity at 5°F (kBtu/h)","Heating Section Type","Cold Climate","Meets Peak Cooling Requirements","EER Rating (Btu/Wh)","EER2 Rating (Btu/Wh)","SEER Rating (Btu/Wh)","SEER2 Rating (Btu/Wh)","IEER Rating (Btu/Wh)","HSPF Rating (Btu/Wh)","HSPF2 Rating (Btu/Wh)","COP Rating at 47°F","COP Rating at 17°F","COP Rating at 5°F","Indoor Unit Model Number","VRF Indoor Model Type","VRF Outdoor Model Number(s)","Furnace Model Number","Refrigerant Type","Refrigerant with GWP","Date Available On Market","Date Certified","Markets","ENERGY STAR Model Identifier"
"4021360","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"97G2UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335191"
"4021361","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13.2",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"80G1UH090CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010325_19217335192"
"4021362","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"80G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010325_19217335193"
"4021363","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]49CX-**+TDR",,,"92G1UH090CE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010325_19217335194"
"4021364","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7E[C,U]49CX-**+TDR",,,"92G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010325_19217335195"
"4021365","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"92G1UH110CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010325_19217335196"
"4021366","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13.2",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"92G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010325_19217335197"
"4021367","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"96G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010325_19217335198"
"4021368","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]49CX-**+TDR",,,"96G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010326_19217335199"
"4021369","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.6",,"15.2",,,,,,,"7ED48CX-**+TDR",,,"97G2DF090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010354_19217335222"
"4021370","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7ED48CX-**+TDR",,,"80G1DF110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010354_19217335223"
"4021371","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH30BX-**+TDR",,,"80G2UH090BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010357_19217335255"
"4021372","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH30BX-**+TDR",,,"80G2UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010357_19217335256"
"4021373","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH30BX-**+TDR",,,"80G1UH045AE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010358_19217335259"
"4021374","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH42CX-**+TDR",,,"92G1UH090CE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010407_19217335329"
"4021375","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.4",,,,,,,"7EH42CX-**+TDR",,,"92G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010407_19217335330"
"4021376","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42CX-**+TDR",,,"92G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010407_19217335332"
"4021377","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42CX-**+TDR",,,"92G1UH110CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010407_19217335331"
"4021378","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.4",,,,,,,"7EH42CX-**+TDR",,,"96G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010407_19217335334"
"4021379","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH42CX-**+TDR",,,"96G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010408_19217335335"
"4021380","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.6",,"15.2",,,,,,,"7EH48BX-**+TDR",,,"80G2UH070AE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010409_19217335339"
"4021381","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH48BX-**+TDR",,,"80G2UH090BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010408_19217335340"
"4021382","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH48BX-**+TDR",,,"80G2UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010336_19217335341"
"4021383","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH48BX-**+TDR",,,"80G1UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010349_19217335345"
"4021384","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH48BX-**+TDR",,,"92G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010349_19217335349"
"4021385","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.5",,,,,,,"7EH48BX-**+TDR",,,"92G1UH110CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010349_19217335350"
"4021386","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH48BX-**+TDR",,,"92G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010349_19217335351"
"4021387","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH48BX-**+TDR",,,"96G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010349_19217335353"
"4021388","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7EH48CX-**+TDR",,,"80G2UH110CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010350_19217335355"
"4021389","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7EH48CX-**+TDR",,,"80G2UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010350_19217335356"
"4021390","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH48CX-**+TDR",,,"97G2UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010349_19217335357"
"4021391","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH48CX-**+TDR",,,"97G2UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010350_19217335358"
"4021392","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.4",,,,,,,"7EH48CX-**+TDR",,,"80G1UH090CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010349_19217335359"
"4021393","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH48CX-**+TDR",,,"80G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010350_19217335360"
"4021394","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH48CX-**+TDR",,,"92G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010350_19217335362"
"4021395","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7EH48CX-**+TDR",,,"92G1UH110CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010350_19217335363"
"4021396","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH48CX-**+TDR",,,"92G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010350_19217335364"
"4021397","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH48CX-**+TDR",,,"96G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010351_19217335365"
"4021398","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7EH48CX-**+TDR",,,"96G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010350_19217335366"
"4021531","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]30BX-**+TDR",,,"80G1UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010344_19217335133"
"4021532","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]36BX-**+TDR",,,"80G2UH070AE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010345_19217335147"
"4021533","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]36BX-**+TDR",,,"80G2UH090BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010346_19217335148"
"4021534","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]36BX-**+TDR",,,"80G2UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010320_19217335149"
"4021535","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.4",,,,,,,"7E[C,U]36BX-**+TDR",,,"80G1UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010320_19217335153"
"4021536","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]48BX-**+TDR",,,"80G2UH070AE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010321_19217335161"
"4021537","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48BX-**+TDR",,,"80G2UH090BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010321_19217335162"
"4021538","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7E[C,U]48BX-**+TDR",,,"80G2UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010321_19217335163"
"4021539","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48BX-**+TDR",,,"80G1UH070BE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010322_19217335166"
"4021540","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7E[C,U]48BX-**+TDR",,,"80G1UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010322_19217335167"
"4021542","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"80G2UH110CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010323_19217335174"
"4021543","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"80G2UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010323_19217335175"
"4021544","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48CX-**+TDR",,,"97G2UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010323_19217335176"
"4021545","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.4",,,,,,,"7E[C,U]48CX-**+TDR",,,"97G2UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010323_19217335177"
"4021546","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13.2",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"80G1UH090BE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010323_19217335178"
"4021547","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"80G1UH090CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010323_19217335179"
"4021548","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.5",,,,,,,"7E[C,U]48CX-**+TDR",,,"80G1UH110CE20*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335180"
"4021549","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.8",,"15.2",,,,,,,"7E[C,U]48CX-**+TDR",,,"92G1UH090CE12*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335181"
"4021550","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"12.5",,"15.2",,,,,,,"7E[C,U]48CX-**+TDR",,,"92G1UH090CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335182"
"4021551","Allied Air Enterprises","ALLIED COMMERCIAL","ML13KC1 SERIES","ML13KC1-036-233A**",,,"Very Small AC","Split","0",,,,"None","NA","Yes",,"13",,"15.4",,,,,,,"7E[C,U]48CX-**+TDR",,,"92G1UH110CE16*","R-454B","R-454B (GWP:470 | Lower GWP)","09/17/2024 12:00:00 AM","05/13/2025 12:00:00 AM","United States, Canada","ES_11025312_ML13KC1-036-233A**_05012025010324_19217335183"
